fog_index,rainfall_mm,signal_status,congestion_level,time_of_day,train_type,actual_delay_min
0.0941,10.64,2,0.0168,0,1,104
0.1543,22.4,2,0.6195,18,0,130
0.9318,10.14,0,0.1163,6,2,90
0.7615,1.1,0,0.9104,1,2,107
0.9227,49.05,2,0.9353,1,1,215
0.9167,12.96,2,0.303,0,2,168
0.6494,29.66,0,0.8277,9,1,114
0.9282,15.01,2,0.6303,11,0,185
0.4167,18.53,0,0.1005,14,2,56
0.0036,19.89,2,0.6028,1,0,124
0.0626,16.75,2,0.9761,15,1,134
0.1095,31.87,1,0.3081,17,1,71
0.0954,48.05,0,0.0011,1,1,35
0.3517,21.43,2,0.9768,16,0,172
0.7013,48.67,0,0.414,2,2,98
0.7906,33.39,1,0.4309,10,1,131
0.5902,30.36,1,0.7126,15,1,126
0.1464,11.86,0,0.6044,20,1,49
0.7479,3.15,1,0.302,12,2,97
0.3548,42.6,2,0.1,10,1,135
0.013,28.7,0,0.8274,20,1,60
0.2806,20.72,1,0.4834,5,2,80
0.3306,40.6,0,0.6725,4,1,91
0.2742,15.53,1,0.8605,11,0,102
0.8119,39.18,0,0.0177,2,0,84
0.7599,16.4,0,0.8594,0,0,112
0.6956,46.04,1,0.7518,8,0,144
0.139,13.4,0,0.9468,3,0,67
0.8078,6.88,0,0.2336,15,1,81
0.6772,34.9,2,0.3224,13,1,159
0.1948,8.14,2,0.6615,11,0,135
0.6481,47.47,0,0.9258,11,1,133
0.4835,32.78,2,0.9927,2,1,188
0.4394,11.54,1,0.4167,9,0,88
0.1121,10.44,0,0.5392,1,0,44
0.5183,46.19,2,0.1706,8,2,151
0.0999,30.39,1,0.694,16,0,86
0.1643,44.69,0,0.8374,23,0,73
0.1325,5.51,0,0.7986,7,1,65
0.9541,46.27,2,0.3458,6,0,189
0.2849,26.0,0,0.9633,16,1,89
0.3552,33.42,1,0.1203,22,2,76
0.3221,18.64,0,0.494,7,1,56
0.8983,2.96,2,0.5546,20,0,172
0.563,47.9,2,0.5365,7,2,173
0.9192,49.73,1,0.7579,15,0,169
0.2999,18.23,1,0.6096,5,0,89
0.1148,47.19,1,0.0771,6,0,65
0.5562,8.39,1,0.1799,23,0,92
0.3455,7.73,2,0.5322,9,2,139
0.8019,3.66,2,0.6945,0,2,181
0.8794,19.56,0,0.5142,18,1,110
0.4726,2.62,2,0.3555,3,2,134
0.9714,19.73,0,0.0511,2,2,87
0.553,6.92,0,0.7859,20,1,92
0.2709,36.53,1,0.4972,8,2,91
0.489,41.67,0,0.5388,3,1,93
0.0373,34.39,2,0.469,23,2,116
0.804,10.02,2,0.2653,6,2,156
0.1014,38.34,0,0.2764,15,2,43
0.3087,12.48,0,0.0635,6,1,44
0.5653,37.97,1,0.7076,13,1,126
0.043,28.37,2,0.2719,16,0,110
0.0793,18.34,1,0.2986,18,1,63
0.6961,4.17,2,0.9935,9,0,186
0.0718,41.38,0,0.3858,14,1,47
0.4771,46.98,1,0.5107,20,0,117
0.3387,33.3,0,0.3865,20,1,66
0.2281,48.23,0,0.2902,17,2,54
0.1888,46.71,2,0.0059,9,0,125
0.7634,9.73,0,0.8549,12,1,113
0.9515,36.56,0,0.4732,23,0,122
0.1402,17.47,1,0.7199,5,0,80
0.9597,24.38,2,0.9587,16,0,213
0.5948,7.85,1,0.0028,19,0,89
0.6417,48.74,0,0.675,11,1,110
0.7099,36.31,2,0.1186,20,0,156
0.7041,13.35,1,0.458,10,2,111
0.8198,18.57,2,0.8468,20,2,203
0.4835,21.12,0,0.0715,15,0,63
0.5334,37.38,2,0.9896,1,2,197
0.3238,46.28,0,0.5808,19,1,84
0.1053,16.07,2,0.395,16,1,110
0.6646,23.63,1,0.0195,5,2,105
0.0336,29.66,2,0.5868,16,2,121
0.2756,19.67,1,0.4949,12,0,86
0.0942,25.21,0,0.2153,22,0,45
0.1907,5.29,0,0.4904,7,1,48
0.6387,8.38,1,0.0128,6,1,98
0.6285,20.06,0,0.9995,1,2,116
0.4211,45.75,1,0.3321,18,1,103
0.0902,17.47,0,0.4802,23,1,45
0.4334,12.49,1,0.7848,16,0,112
0.3527,37.14,0,0.7128,8,1,91
0.7205,47.46,0,0.8886,21,1,131
0.579,22.96,1,0.9413,6,1,143
0.4916,0.43,1,0.1892,16,2,75
0.487,34.41,1,0.3904,14,1,108
0.9663,20.75,1,0.6868,20,0,157
0.7563,33.68,1,0.045,23,2,111
0.497,13.89,1,0.7169,8,1,122
0.4792,0.12,1,0.0049,2,1,73
0.0265,17.22,2,0.9141,3,2,141
0.9425,35.24,1,0.7182,17,1,163
0.3192,19.66,1,0.5655,8,2,100
0.2559,10.96,2,0.4289,3,2,128
0.9994,23.2,1,0.988,19,1,178
0.7187,37.62,2,0.7365,15,2,196
0.0474,5.97,1,0.8073,3,0,85
0.0619,34.59,0,0.8254,17,2,73
0.0255,33.37,1,0.0219,15,2,55
0.5996,18.54,2,0.0547,23,0,144
0.0716,48.52,0,0.1984,23,0,45
0.9334,44.74,0,0.6552,23,0,129
0.9369,15.81,1,0.6239,21,0,133
0.5461,1.55,2,0.3252,19,2,150
0.6166,15.42,1,0.973,16,0,140
0.2919,10.24,1,0.0931,13,0,66
0.064,27.36,1,0.7767,19,1,92
0.7375,45.94,1,0.4809,23,1,140
0.1018,43.52,0,0.4188,2,1,63
0.0856,15.29,1,0.0256,3,1,42
0.3112,21.43,2,0.7278,11,2,161
0.0125,1.83,2,0.7716,7,1,132
0.434,27.21,2,0.319,12,1,153
0.7077,3.17,0,0.517,7,0,88
0.8013,46.93,1,0.6064,18,2,154
0.6043,43.35,0,0.3676,21,0,93
0.8469,10.71,0,0.6156,6,1,107
0.4065,34.97,2,0.4341,18,2,147
0.8488,28.4,1,0.8781,2,1,167
0.5065,40.07,0,0.7185,19,1,100
0.223,23.78,2,0.1105,16,0,118
0.9441,9.59,2,0.7996,17,2,207
0.275,31.99,1,0.3375,11,0,79
0.0262,4.01,2,0.9356,2,2,133
0.2427,29.23,2,0.6034,20,1,150
0.3667,10.64,1,0.0276,2,1,72
0.3513,34.25,2,0.7344,11,2,166
0.5247,41.4,0,0.1307,4,2,75
0.8831,5.48,1,0.8773,20,0,135
0.2923,20.01,1,0.9483,13,1,113
0.5208,36.68,2,0.6953,12,1,184
0.3401,8.19,1,0.5329,7,0,98
0.8218,28.33,1,0.6021,18,1,135
0.1576,33.59,0,0.4289,5,0,54
0.1035,17.74,1,0.0836,17,1,46
0.503,41.6,0,0.9288,23,0,120
0.6719,25.53,1,0.3292,6,0,107
0.7955,31.35,1,0.3128,16,2,118
0.5896,7.04,2,0.1913,7,0,141
0.7738,1.16,1,0.9924,22,0,143
0.3927,2.54,0,0.9426,21,0,87
0.0329,45.2,1,0.3494,7,0,72
0.1161,44.13,0,0.26,5,2,51
0.0387,40.38,1,0.8054,1,2,95
0.3289,9.98,0,0.4226,16,2,56
0.4955,26.27,0,0.9678,22,2,104
0.3563,39.81,2,0.9012,3,0,171
0.5606,33.73,0,0.7595,19,1,104
0.4806,5.78,1,0.0899,18,0,80
0.6779,44.78,2,0.7021,11,0,189
0.667,8.03,1,0.9873,5,1,143
0.3181,8.59,2,0.3733,15,2,114
0.3462,45.05,1,0.8816,14,0,126
0.5851,24.23,2,0.4081,19,0,168
0.5964,18.64,1,0.9713,13,2,142
0.3147,27.68,0,0.6536,1,0,73
0.3303,49.07,2,0.0965,4,1,136
0.694,5.98,2,0.479,9,0,157
0.6474,37.85,2,0.0497,11,2,156
0.1351,16.72,0,0.3951,8,1,40
0.441,5.85,2,0.9154,21,0,164
0.8927,21.1,1,0.2322,6,0,121
0.0363,27.44,2,0.9506,16,2,143
0.8552,10.3,2,0.0999,8,2,165
0.1632,20.26,0,0.6648,23,2,64
0.5072,31.78,1,0.9657,21,0,133
0.4243,28.82,0,0.6542,18,2,86
0.0101,36.16,0,0.899,18,1,78
0.9154,41.82,1,0.991,15,2,164
0.4549,20.46,1,0.6418,14,1,106
0.9543,21.15,1,0.7823,13,1,155
0.2867,24.83,2,0.032,0,1,108
0.8663,28.32,0,0.4273,22,0,117
0.9224,5.42,0,0.2883,23,2,88
0.5568,15.63,2,0.8242,12,1,170
0.2027,8.59,0,0.6776,20,0,65
0.6852,19.29,0,0.6144,9,2,96
0.549,48.67,1,0.9316,2,0,149
0.9445,29.14,0,0.0889,20,2,93
0.4393,21.47,0,0.9538,12,0,99
0.2685,28.3,0,0.1008,22,1,49
0.1383,33.45,1,0.347,5,1,84
0.6986,21.75,2,0.6303,11,2,179
0.9741,22.39,2,0.3415,16,0,183
0.0283,35.07,2,0.6825,3,0,134
0.7404,3.04,2,0.7754,23,0,185
0.9269,27.0,1,0.8285,14,0,159
0.0748,27.37,1,0.1793,4,1,51
0.1102,37.84,2,0.1821,17,1,116
0.692,49.13,0,0.0523,21,2,96
0.648,39.79,2,0.4909,8,1,175
0.0688,25.19,2,0.1375,14,1,102
0.8344,8.47,1,0.3186,17,0,118
0.5234,29.41,1,0.8404,3,0,133
0.9072,41.71,2,0.9487,12,2,223
0.878,46.62,2,0.8221,13,1,222
0.8125,41.27,0,0.0006,7,1,88
0.5159,9.45,2,0.568,7,1,153
0.2517,35.63,1,0.1667,15,1,81
0.506,44.01,0,0.3757,18,2,78
0.1008,34.05,0,0.4279,9,0,53
0.6588,34.29,2,0.9429,3,1,196
0.134,25.01,1,0.6337,18,0,84
0.5112,31.85,0,0.2677,4,0,77
0.0544,14.72,1,0.6428,0,2,66
0.2995,4.44,1,0.9519,7,2,106
0.2321,41.39,0,0.0592,19,2,44
0.62,47.16,1,0.816,18,0,141
0.7868,42.84,1,0.2169,7,0,128
0.0573,16.7,2,0.1531,12,1,105
0.8503,4.68,1,0.8989,23,2,148
0.8608,14.01,0,0.0018,17,2,77
0.3423,42.14,1,0.7411,18,2,114
0.659,32.79,2,0.0872,2,2,158
0.4026,48.33,0,0.618,5,2,101
0.1542,17.13,2,0.6209,2,0,127
0.5287,27.57,0,0.8628,23,1,102
0.0864,39.5,1,0.8226,8,1,97
0.8785,11.7,1,0.6852,11,1,145
0.9243,48.2,2,0.3805,13,2,193
0.8216,29.62,2,0.1664,12,2,179
0.5625,0.39,2,0.6357,1,1,150
0.5576,1.26,2,0.497,21,1,149
0.9846,44.11,2,0.0779,9,2,179
0.2479,32.26,0,0.9556,22,0,84
0.0759,38.15,1,0.3144,18,0,82
0.5619,39.2,2,0.0021,16,1,145
0.3288,21.02,0,0.9017,16,0,84
0.3223,39.93,1,0.5771,23,1,106
0.0071,46.88,1,0.7331,7,1,92
0.5962,8.61,2,0.1527,7,1,140
0.264,38.21,0,0.4046,16,1,70
0.1879,15.39,0,0.6451,5,2,56
0.0404,16.07,0,0.251,19,0,27
0.3644,20.64,1,0.7015,0,1,100
0.879,43.19,1,0.2336,21,2,143
0.3367,1.1,1,0.2091,8,0,63
0.6791,21.7,0,0.0116,0,1,68
0.7565,34.0,0,0.2819,14,2,99
0.3281,5.52,1,0.2467,6,1,66
0.8216,39.61,0,0.7644,7,0,123
0.6919,47.1,2,0.5697,11,0,190
0.5592,4.55,0,0.1778,13,0,67
0.001,7.65,2,0.5681,3,0,122
0.0351,48.7,1,0.2254,1,2,73
0.9909,9.89,2,0.4255,11,0,183
0.7823,3.95,2,0.8882,8,2,186
0.9376,47.61,1,0.7193,13,2,168
0.9023,44.63,2,0.6511,17,2,207
0.0204,32.79,0,0.2815,14,2,42
0.7918,27.57,0,0.1246,2,1,83
0.4511,45.96,1,0.7529,23,2,121
0.7896,32.78,2,0.5679,17,1,189
0.0067,32.92,2,0.6228,1,0,129
0.2882,42.18,1,0.9751,18,2,126
0.7513,32.66,0,0.3483,21,2,98
0.793,25.18,2,0.8007,13,2,208
0.6197,19.49,1,0.559,19,1,119
0.3013,25.16,0,0.2353,21,0,45
0.3104,26.12,0,0.0529,23,1,40
0.9668,18.04,2,0.616,22,2,207
0.4392,22.41,2,0.2976,4,2,140
0.4471,40.09,2,0.6955,0,1,178
0.5523,20.83,0,0.7007,15,2,94
0.4095,1.28,2,0.4555,16,0,137
0.5527,14.15,0,0.5364,13,1,86
0.4323,11.59,2,0.6265,5,0,156
0.8267,39.68,2,0.4686,22,2,180
0.9091,22.46,1,0.8774,9,0,150
0.9321,14.02,0,0.0759,17,1,93
0.5643,40.54,2,0.9798,14,2,193
0.4421,0.96,0,0.0335,21,0,37
0.7052,8.71,1,0.2081,17,1,105
0.8383,41.35,0,0.7083,15,0,133
0.563,27.53,1,0.085,20,2,86
0.7,38.68,2,0.2622,1,2,171
0.7497,41.91,2,0.154,16,0,164
0.6764,47.1,1,0.7236,14,1,142
0.7461,3.17,0,0.5789,18,2,95
0.2086,39.96,2,0.0645,5,0,123
0.4984,35.44,1,0.4601,14,1,117
0.5883,10.35,0,0.2085,6,0,76
0.0025,46.59,2,0.9677,2,2,154
0.856,20.21,2,0.1079,13,1,162
0.61,44.38,0,0.5981,0,1,102
0.1291,30.26,0,0.4818,2,2,49
0.8164,26.34,0,0.5781,12,2,105
0.7171,7.98,1,0.9565,21,0,139
0.7583,45.72,0,0.3413,17,1,101
0.392,27.83,1,0.7488,0,0,109
0.8542,0.3,2,0.4475,2,1,173
0.414,0.91,0,0.6608,10,2,70
0.5705,38.88,2,0.3657,10,2,167
0.0006,8.1,0,0.2271,0,2,22
0.6449,29.94,0,0.0836,6,1,78
0.7182,34.05,2,0.1018,3,2,169
0.5671,13.97,1,0.9594,13,2,135
0.4966,28.47,2,0.7885,15,1,180
0.8099,12.01,1,0.245,9,0,114
0.6814,47.32,1,0.5291,13,0,138
0.2781,43.01,2,0.7142,4,1,152
0.9591,14.4,2,0.3525,20,2,191
0.7073,26.44,2,0.44,0,2,170
0.9879,25.03,1,0.7184,12,0,151
0.9713,48.0,2,0.2275,7,2,186
0.9189,19.7,0,0.5263,10,2,112
0.7554,28.11,1,0.2101,12,1,117
0.6094,46.44,0,0.0031,15,1,68
0.1722,8.14,0,0.6903,22,1,55
0.5434,27.52,0,0.7073,13,2,98
0.7654,5.28,1,0.9957,5,2,144
0.5209,30.87,2,0.181,12,0,154
0.8682,18.28,1,0.7396,12,1,138
0.1097,48.38,2,0.948,20,0,161
0.3809,20.77,1,0.6446,13,2,109
0.506,6.81,1,0.9631,20,1,113
0.4323,41.7,0,0.9944,15,0,111
0.1086,41.04,2,0.8016,13,0,149
0.1535,34.74,0,0.9993,7,0,83
0.8376,37.44,0,0.6258,6,1,115
0.4844,13.24,2,0.4971,2,2,151
0.0487,32.1,1,0.9176,13,0,102
0.0165,1.9,0,0.831,22,1,48
0.4735,9.84,1,0.1101,0,1,80
0.1644,46.61,1,0.3027,22,1,87
0.7051,36.96,0,0.2606,20,2,93
0.7953,11.53,2,0.8553,10,0,188
0.2283,5.57,2,0.2332,7,1,103
0.5922,47.45,0,0.304,13,2,88
0.1544,5.61,1,0.5188,20,2,75
0.3036,12.85,0,0.0761,0,1,40
0.8888,9.13,2,0.9612,10,1,213
0.5441,0.37,1,0.4911,1,2,92
0.8859,15.71,0,0.1904,15,1,93
0.2252,48.71,1,0.2708,1,1,96
0.33,17.1,1,0.7981,7,1,114
0.471,25.22,1,0.634,17,1,110
0.4801,37.3,2,0.4646,18,2,149
0.9976,27.55,1,0.3316,5,0,137
0.1144,37.18,1,0.9007,12,0,111
0.852,33.08,0,0.7726,4,1,129
0.8637,30.43,1,0.7181,14,2,142
0.5532,32.48,0,0.446,0,0,91
0.344,39.96,2,0.9812,19,2,175
0.5192,35.51,0,0.7101,0,0,90
0.2925,39.59,2,0.4236,14,1,145
0.7991,7.28,1,0.9606,9,1,144
0.4983,33.88,2,0.8957,5,0,186
0.9258,36.85,1,0.74,13,2,162
0.6227,15.0,0,0.767,3,0,105
0.5143,43.73,2,0.4236,13,1,167
0.7111,15.24,2,0.5074,15,1,173
0.5039,12.19,0,0.1915,10,1,56
0.9045,43.35,0,0.5954,8,0,130
0.1844,12.35,1,0.3699,11,1,55
0.9733,20.78,2,0.3474,22,1,192
0.8122,18.4,1,0.9482,18,1,148
0.8607,44.9,0,0.1648,0,2,107
0.4829,22.76,2,0.83,6,2,176
0.8372,34.72,1,0.2815,0,0,121
0.3068,39.7,1,0.0287,5,2,75
0.7619,31.4,1,0.0405,18,2,113
0.1405,47.18,0,0.4292,20,2,57
0.3071,40.13,0,0.4545,10,2,64
0.4457,20.01,1,0.3203,16,0,88
0.3223,47.54,1,0.6688,8,1,109
0.387,26.23,0,0.4853,11,1,66
0.8201,1.13,0,0.0741,19,2,69
0.2567,13.0,2,0.3481,6,2,122
0.7453,31.09,0,0.102,7,0,81
0.0737,7.84,0,0.0629,3,2,15
0.7657,29.2,1,0.2083,5,2,116
0.792,18.08,2,0.7006,0,1,180
0.4017,26.72,2,0.696,19,1,160
0.7225,0.09,1,0.8614,20,1,132
0.9151,42.42,2,0.7564,10,2,208
0.8007,18.1,1,0.5355,14,2,127
0.3904,7.01,2,0.3126,5,1,129
0.4842,21.9,0,0.0058,1,2,54
0.7794,24.31,0,0.6471,12,0,110
0.2926,31.87,2,0.2897,3,1,138
0.8039,26.23,2,0.2501,20,1,171
0.3281,2.18,2,0.9748,6,0,159
0.806,43.58,1,0.1742,17,1,136
0.0868,22.83,1,0.0324,6,2,49
0.0444,3.85,0,0.9494,3,2,68
0.9977,38.64,1,0.306,13,2,148
0.8695,33.01,2,0.3934,4,0,182
0.8828,32.47,0,0.0809,9,0,97
0.9513,21.35,1,0.4041,7,1,141
0.4383,20.52,0,0.9722,21,0,97
0.2868,26.82,1,0.694,12,0,94
0.13,2.53,2,0.4738,17,1,115
0.5012,14.95,2,0.3075,14,2,136
0.22,49.39,1,0.366,21,2,86
0.9356,33.11,2,0.6112,10,0,204
0.004,20.95,2,0.2545,20,2,109
0.1432,11.12,2,0.1519,21,1,100
0.2465,37.26,2,0.6962,22,0,155
0.199,13.01,1,0.8695,16,1,93
0.2258,8.12,2,0.9015,23,0,142
0.656,7.73,0,0.8414,17,2,104
0.3275,36.46,2,0.5306,7,2,152
0.615,32.14,2,0.7888,3,2,184
0.8903,3.49,1,0.9264,5,0,154
0.6026,5.75,0,0.0234,13,1,64
0.6945,31.69,1,0.4121,3,1,124
0.3655,28.56,2,0.2041,5,2,137
0.1597,34.3,0,0.9968,15,1,84
0.3206,8.9,2,0.9296,7,1,157
0.9643,36.33,2,0.8022,16,1,219
0.6218,46.8,1,0.2959,23,0,118
0.2775,30.05,2,0.9521,2,2,166
0.4509,9.81,2,0.0293,15,2,125
0.8355,33.98,1,0.188,19,0,119
0.6684,17.15,2,0.6169,3,1,177
0.5607,2.46,2,0.793,18,2,170
0.8852,15.12,0,0.8836,12,0,125
0.6724,45.28,2,0.3005,15,1,175
0.6427,20.56,0,0.3908,1,1,80
0.1898,43.23,1,0.4548,10,1,90
0.1064,25.43,2,0.027,8,1,105
0.9651,25.85,2,0.864,3,2,204
0.5989,0.26,0,0.3379,18,0,71
0.4157,31.86,1,0.1993,12,0,94
0.589,5.39,0,0.4092,21,1,69
0.0618,23.94,0,0.7106,3,2,56
0.8221,13.02,2,0.8709,17,1,198
0.2166,19.62,0,0.2154,14,0,40
0.8045,26.85,2,0.1726,15,0,168
0.5344,0.72,1,0.9438,7,2,125
0.2766,14.23,0,0.5509,16,0,50
0.0302,49.48,2,0.3658,5,0,120
0.8158,2.87,0,0.1993,18,1,77
0.1765,15.97,0,0.9952,10,1,69
0.0518,16.07,0,0.7192,11,0,52
0.7559,18.97,2,0.2179,13,0,157
0.35,34.24,1,0.0913,2,0,85
0.3893,12.39,1,0.1993,8,1,68
0.2471,23.01,0,0.2477,4,2,47
0.8592,32.24,2,0.1111,23,0,170
0.2973,16.12,2,0.2297,10,1,120
0.2102,47.44,0,0.1168,0,0,44
0.3092,48.98,2,0.3777,0,2,145
0.2031,5.98,1,0.4862,21,0,70
0.3177,17.19,2,0.4553,3,0,141
0.0829,10.4,0,0.8292,0,0,51
0.1585,9.34,2,0.254,5,1,104
0.4171,24.55,0,0.8871,5,2,93
0.8795,28.19,1,0.9081,1,0,152
0.0573,21.28,0,0.9598,23,1,66
0.2127,13.63,0,0.181,1,0,34
0.9083,13.93,0,0.2458,17,0,102
0.89,49.61,2,0.6238,20,0,209
0.6795,46.18,0,0.1409,15,2,88
0.2405,3.79,2,0.0856,3,1,100
0.4198,32.83,1,0.0737,17,1,97
0.2112,22.84,0,0.6061,7,0,61
0.1286,34.44,1,0.8047,9,0,91
0.38,29.85,1,0.2589,6,2,95
0.5758,44.46,0,0.9335,18,1,130
0.3599,3.35,1,0.7919,13,0,99
0.6108,17.48,2,0.0775,3,1,133
0.2963,49.27,2,0.4073,9,1,154
0.3459,9.11,1,0.068,19,1,65
0.7907,6.37,2,0.9152,22,1,202
0.8783,36.45,2,0.7428,22,2,209
0.322,38.87,0,0.6865,3,0,90
0.5715,33.61,1,0.6827,20,1,129
0.2782,38.81,2,0.2852,13,2,143
0.0533,34.69,0,0.9335,17,2,71
0.7379,6.79,1,0.9228,9,2,137
0.171,30.41,2,0.7395,15,2,146
0.4257,38.84,0,0.4689,6,0,91
0.487,43.28,2,0.0471,12,2,138
0.1845,12.31,2,0.0283,5,0,103
0.0946,6.37,1,0.1381,9,1,50
0.348,39.05,1,0.5958,9,1,103
0.9523,12.83,1,0.7981,20,2,153
0.6151,1.6,1,0.9485,15,2,128
0.3814,41.26,1,0.1754,15,2,91
0.0389,25.3,1,0.2755,6,0,61
0.6003,16.33,1,0.0541,10,2,92
0.0923,0.57,2,0.989,11,2,141
0.5425,1.77,2,0.7809,18,0,167
0.752,39.63,1,0.4807,4,1,136
0.4236,24.49,1,0.5756,1,0,107
0.2994,7.49,0,0.5622,12,1,63
0.0474,17.93,0,0.2544,19,0,32
0.0248,8.27,1,0.1854,17,1,39
0.43,5.64,0,0.297,19,0,55
0.8833,13.82,2,0.2472,9,2,178
0.2441,27.48,0,0.5575,5,2,54
0.5741,10.5,0,0.3082,15,2,75
0.6843,17.18,0,0.7289,0,2,103
0.0608,23.9,0,0.5679,21,1,50
0.1531,21.0,1,0.5323,17,0,72
0.3313,6.43,2,0.9513,12,1,151
0.6701,1.94,2,0.3224,4,1,156
0.439,1.77,0,0.6353,6,0,70
0.7342,17.51,0,0.0001,23,0,78
0.8676,35.94,1,0.7369,0,0,163
0.7584,6.56,0,0.5025,0,2,96
0.9922,39.35,2,0.2084,8,0,192
0.7544,35.78,0,0.0015,5,2,88
0.8522,0.2,1,0.7069,16,2,135
0.8324,1.34,1,0.6627,1,0,134
0.7303,9.75,1,0.6654,18,0,127
0.8018,2.81,1,0.4375,18,1,121
0.9347,26.57,2,0.6393,5,0,203
0.4752,1.98,1,0.5713,13,2,105
0.6383,40.13,1,0.2389,16,2,113
0.5149,24.65,2,0.5188,20,1,156
0.851,36.4,2,0.5146,17,0,191
0.4314,37.54,2,0.8236,23,2,179
0.8197,25.34,0,0.4335,2,1,104
0.7994,46.27,2,0.4361,14,1,191
0.9619,49.51,2,0.9844,18,2,232
0.2489,17.96,2,0.8945,5,0,144
0.7096,6.29,2,0.2423,5,1,154
0.7569,18.16,1,0.9103,2,2,147
0.9363,11.17,2,0.138,23,2,172
0.9069,26.55,1,0.8534,20,0,161
0.5735,18.92,2,0.1833,2,0,152
0.5792,24.02,1,0.4256,5,2,114
0.1673,38.16,2,0.9839,10,1,157
0.975,13.7,2,0.097,21,2,176
0.255,26.87,2,0.8398,19,2,157
0.7247,16.76,0,0.4947,21,0,92
0.7958,39.25,2,0.111,19,0,173
0.4412,31.98,0,0.9525,15,1,107
0.2112,0.43,2,0.5492,6,0,123
0.189,33.0,0,0.8806,14,2,74
0.8565,8.51,0,0.8691,11,0,117
0.5108,36.22,1,0.0146,22,2,89
0.0901,28.37,1,0.2648,10,2,68
0.717,20.07,2,0.3369,18,1,169
0.2502,34.7,1,0.5349,4,0,91
0.8764,42.83,0,0.0719,16,2,101
0.3096,38.94,1,0.389,10,1,97
0.2003,27.27,1,0.8146,10,0,102
0.0849,36.13,1,0.1732,18,1,54
0.5115,20.7,1,0.7013,11,2,109
0.4507,39.45,2,0.4603,1,2,159
0.7513,41.45,2,0.0707,9,2,168
0.4646,6.86,0,0.1774,23,1,58
0.3438,11.9,0,0.141,22,0,37
0.2617,13.5,0,0.6197,14,2,71
0.2781,8.3,0,0.0873,15,2,34
0.9278,19.63,2,0.823,6,1,208
0.1651,9.65,1,0.8067,18,2,94
0.9882,29.78,1,0.0801,14,1,129
0.3269,5.08,1,0.8882,0,2,102
0.0884,13.5,2,0.9592,22,2,142
0.2487,33.28,2,0.0435,20,1,122
0.0584,19.93,1,0.9503,1,0,95
0.79,21.07,1,0.2795,10,2,126
0.5126,39.9,1,0.6648,17,2,129
0.337,49.23,2,0.1748,17,2,144
0.662,28.25,2,0.8175,4,2,187
0.6306,3.95,0,0.8419,0,1,99
0.9399,5.15,2,0.9783,23,2,210
0.9613,48.43,1,0.9925,21,0,181
0.6807,33.96,2,0.0759,17,1,164
0.8178,37.62,2,0.658,15,2,200
0.7924,33.79,2,0.273,16,2,177
0.4913,8.98,0,0.1256,10,1,59
0.7045,22.42,0,0.1488,16,1,85
0.0783,39.9,2,0.9364,7,1,152
0.758,43.32,0,0.6836,2,2,120
0.9618,11.87,0,0.0505,7,2,81
0.085,29.8,0,0.9842,7,0,80
0.8361,7.86,1,0.8078,7,0,144
0.933,47.91,0,0.3092,11,2,128
0.2262,12.61,0,0.4709,3,2,50
0.5248,36.33,1,0.7266,9,0,122
0.9279,11.56,1,0.676,11,1,148
0.9602,30.8,1,0.4631,4,1,137
0.1279,32.96,2,0.5124,10,0,134
0.349,16.42,2,0.0432,16,1,123
0.6981,40.94,0,0.5006,9,2,114
0.2216,44.27,2,0.3402,0,0,137
0.3248,42.75,0,0.2851,16,2,69
0.0233,16.54,1,0.2696,13,0,56
0.1535,37.22,1,0.6489,10,0,92
0.5623,27.97,2,0.4293,0,1,165
0.6531,29.63,0,0.4258,2,2,92
0.6489,23.87,2,0.1592,1,2,151
0.7784,30.01,1,0.9619,20,2,156
0.4153,6.78,2,0.2239,7,2,123
0.2735,20.44,2,0.4061,10,2,129
0.0156,8.88,1,0.1902,16,1,47
0.2066,14.01,0,0.7031,15,0,61
0.3124,6.39,2,0.4361,1,2,132
0.1782,10.62,1,0.4136,22,0,69
0.0201,39.1,1,0.8751,6,1,98
0.1574,27.49,1,0.7595,18,2,93
0.6661,1.18,0,0.5199,19,0,84
0.6296,39.43,0,0.4686,12,2,93
0.9357,45.47,2,0.9599,3,0,224
0.7982,44.02,0,0.9565,13,0,140
0.5678,41.15,1,0.7048,5,1,135
0.1376,49.61,2,0.7601,20,1,146
0.5641,29.32,0,0.8991,18,1,111
0.0616,48.13,1,0.9643,19,0,105
0.4309,47.44,2,0.0823,19,0,137
0.3903,15.66,2,0.9973,4,1,168
0.4278,43.17,0,0.703,0,0,109
0.2798,39.62,1,0.5927,15,1,96
0.6858,38.79,0,0.4132,14,2,94
0.8409,44.81,1,0.3364,20,0,132
0.7685,19.21,0,0.8042,15,0,121
0.6278,20.0,2,0.6544,19,1,174
0.5383,32.0,0,0.2007,8,0,78
0.0311,36.89,2,0.6099,2,1,128
0.7229,43.99,1,0.1412,0,1,120
0.545,43.79,2,0.4969,10,1,174
0.2707,36.07,0,0.5835,0,1,74
0.3278,47.84,0,0.6357,12,2,93
0.9356,8.93,1,0.1453,9,0,123
0.6244,47.52,2,0.0956,6,0,153
0.4759,3.21,2,0.2587,14,2,130
0.6209,27.78,2,0.607,16,0,177
0.4137,4.51,1,0.9317,0,1,122
0.4702,28.4,2,0.7791,11,1,170
0.2903,19.51,1,0.7457,22,1,94
0.4399,4.08,2,0.3302,7,1,138
0.6856,32.41,2,0.1117,18,0,156
